vin,km,images[0],images[1],images[2],user,specs.longType,specs.marca,specs.modelo,specs.version,specs.carroceria,specs.motor,specs.combustible,specs.cambio,specs.cilindros,specs.traccion,specs.potenciaKW,specs.potenciaCV,specs.parNm,specs.aceleracion,specs.velocidadMax,specs.neumaticoDelantero,specs.neumaticoTrasero,specs.emisionesCO2,specs.claseEmisiones,specs.colorEmisiones
WDD1770841J091809,54645,https://res.cloudinary.com/dileah1ig/image/upload/v1761137266/vehicles/WDD1770841J091809/l9lyn0uxmjj9qs9ld9mh.webp,https://res.cloudinary.com/dileah1ig/image/upload/v1761137267/vehicles/WDD1770841J091809/v7d4wizyodx8lkyiggqz.webp,https://res.cloudinary.com/dileah1ig/image/upload/v1761137268/vehicles/WDD1770841J091809/mjkcdxlwbvskrqmtswb0.webp,68f8dcff299b2295231e3484,A 180 Compacto,Mercedes-Benz,A,KZAA150A,Compacto,1332,Gasolina,manual,4,4x2 (FWD),100,136,200,9.2,215,205/60 R16,205/60 R16,143,C,#D2E165
WDD2573211A009001,67443,https://res.cloudinary.com/dileah1ig/image/upload/v1761137281/vehicles/WDD2573211A009001/fvk3qu7wqslzzohgg5vn.webp,https://res.cloudinary.com/dileah1ig/image/upload/v1761137282/vehicles/WDD2573211A009001/vb6ubtstgn0rhgyyrqem.webp,https://res.cloudinary.com/dileah1ig/image/upload/v1761137283/vehicles/WDD2573211A009001/ozlrlidjwa13ybb1nzk9.webp,68f8dcff299b2295231e3485,CLS 350 d 4MATIC Coupé,Mercedes-Benz,CLS,CZAC050A,Coupé,2925,Diesel,automático,6,4x4 (AWD),210,286,600,5.7,250,N/A,N/A,188,E,#FFBA7A
W1N4M1CBXSW403937,56322,https://res.cloudinary.com/dileah1ig/image/upload/v1761137296/vehicles/W1N4M1CBXSW403937/e2q3boccgei9tricto0n.webp,https://res.cloudinary.com/dileah1ig/image/upload/v1761137297/vehicles/W1N4M1CBXSW403937/dpxbqhqk7nps1fcfcuqt.webp,https://res.cloudinary.com/dileah1ig/image/upload/v1761137298/vehicles/W1N4M1CBXSW403937/lb65hioygqujqizcq5ns.webp,68f8dcff299b2295231e3486,GLB 200 d,Mercedes-Benz,GLB,JZAA150A,Todoterreno,1950,Diesel,automático,4,4x2 (FWD),110,150,320,9.2,204,215/65 R17,215/65 R17,146,C,#D2E165
WDD2130131A397652,7547,https://res.cloudinary.com/dileah1ig/image/upload/v1761137312/vehicles/WDD2130131A397652/dzq7umfvrhe2vmbh4rea.webp,https://res.cloudinary.com/dileah1ig/image/upload/v1761137314/vehicles/WDD2130131A397652/lef762oihrhmb7yokt8e.webp,https://res.cloudinary.com/dileah1ig/image/upload/v1761137315/vehicles/WDD2130131A397652/cgwitkq6uczzvdid3grl.webp,68f8dcff299b2295231e3487,E 200 d berlina,Mercedes-Benz,E,CZAA151X,Berlina,1950,Diesel,automático,4,4x2 (RWD),110,150,360,8.4,224,205/65 R16,205/65 R16,102,A,#69E99B
W1K2053871G037208,4645,https://res.cloudinary.com/dileah1ig/image/upload/v1761137380/vehicles/W1K2053871G037208/n6ozaat2t0aviqawoihe.webp,https://res.cloudinary.com/dileah1ig/image/upload/v1761137382/vehicles/W1K2053871G037208/frl1nttxwzhbmmolcruc.webp,https://res.cloudinary.com/dileah1ig/image/upload/v1761137384/vehicles/W1K2053871G037208/pyzopabw7qq5hyo4h2w5.webp,68f8dcff299b2295231e3488,Mercedes-AMG C 63 S Coupé,Mercedes-Benz,C,CZAA046A,Coupé,3982,Gasolina,automático,V8,4x2 (RWD),375,510,700,3.9,290,255/35 ZR19 96Y XL,285/30 ZR19 98Y XL,254,G,#FF5F5F
WDD1173081N617593,67454,https://res.cloudinary.com/dileah1ig/image/upload/v1761137395/vehicles/WDD1173081N617593/dzlbl7abwcebkh22cjqu.webp,https://res.cloudinary.com/dileah1ig/image/upload/v1761137397/vehicles/WDD1173081N617593/oxngdlf94ukncymdcdxc.webp,https://res.cloudinary.com/dileah1ig/image/upload/v1761137398/vehicles/WDD1173081N617593/gcccmustmpbtg44vqdrl.webp,68f8dcff299b2295231e3489,CLA 200 d Coupé,Mercedes-Benz,CLA,WZBA1502,Coupé,2143,Diesel,manual,4,4x2 (FWD),100,136,300,9.5,220,205/55 R16 91V,205/55 R16 91V,109,A,#69E99B
WDC2533091F288688,4356,https://res.cloudinary.com/dileah1ig/image/upload/v1761137410/vehicles/WDC2533091F288688/xlmb5zxzupx9bhvsuelh.webp,https://res.cloudinary.com/dileah1ig/image/upload/v1761137411/vehicles/WDC2533091F288688/cersulkly2d9ezbgjdoo.webp,https://res.cloudinary.com/dileah1ig/image/upload/v1761137413/vehicles/WDC2533091F288688/bvneuozn1qbxjegyhonq.webp,68f8dcff299b2295231e348a,GLC 250 d 4MATIC Coupé,Mercedes-Benz,GLC,CZAA0514,Coupé,2143,Diesel,automático,4,4x4 (AWD),150,204,500,7.6,222,235/60 R18,235/60 R18,143,C,#D2E165
WDD2120011B146428,7434,https://res.cloudinary.com/dileah1ig/image/upload/v1761137424/vehicles/WDD2120011B146428/fddz2x7oafcy3ahftwgb.webp,https://res.cloudinary.com/dileah1ig/image/upload/v1761137427/vehicles/WDD2120011B146428/n9gmf55k4nj5cbxabdq1.webp,https://res.cloudinary.com/dileah1ig/image/upload/v1761137428/vehicles/WDD2120011B146428/cjl6dlad31qopncxhbmy.webp,68f8dcff299b2295231e348b,E 220 BlueTEC BlueEFFICIENCY Edition Berlina,Mercedes-Benz,E,CZCCB5K3,Berlina,2143,Diesel,automático,4,4x2 (RWD),125,170,400,8.2,230,205/60 R16,205/60 R16,115,A,#69E99B
W1K3F8FB2SV214857,456432,https://res.cloudinary.com/dileah1ig/image/upload/v1761137441/vehicles/W1K3F8FB2SV214857/cmx4piuh0ylbpdk9s7on.webp,https://res.cloudinary.com/dileah1ig/image/upload/v1761137443/vehicles/W1K3F8FB2SV214857/cgsnvy84zch5bz8qq2pl.webp,https://res.cloudinary.com/dileah1ig/image/upload/v1761137444/vehicles/W1K3F8FB2SV214857/giemag3p2aqsui9hgbxh.webp,68f8dcff299b2295231e348c,A 250 e Compacto con tecnología híbrida EQ,Mercedes-Benz,A,HZAA051A,Compacto,1332,Hibrido,automático,4,4x2 (FWD),120,163,270,7.4,225,205/55 R17,205/55 R17,137,B,#94E890
W1N2533111F925274,23676,https://res.cloudinary.com/dileah1ig/image/upload/v1761137513/vehicles/W1N2533111F925274/zpoedosqybi8usurfkcg.webp,https://res.cloudinary.com/dileah1ig/image/upload/v1761137515/vehicles/W1N2533111F925274/ac3wev4whxukfid2rqjm.webp,https://res.cloudinary.com/dileah1ig/image/upload/v1761137516/vehicles/W1N2533111F925274/rp0ybg0pubmeee8jm3us.webp,68f8dcff299b2295231e348d,GLC 300 de 4MATIC Coupé,Mercedes-Benz,GLC,CZAA051A,Coupé,1950,Hibrido,automático,4,4x4 (AWD),143,194,400,6.2,230,235/60 R18,235/60 R18,172,E,#FFBA7A
